,artist,track,chart,tracks_uri,albums_uris
2836,Perry Como,All Through The Night,hot-holiday-songs,spotify:track:5KtFQXUqdrQJobmceOaof9,spotify:album:1wEzhaNztqFAPXhNrMXbDi
2837,Elton John,Step Into Christmas,hot-holiday-songs,spotify:track:6sBWmE23q6xQHlnEZ8jYPT,spotify:album:5u5AXYtYIxnIs4S7K3xHAN
2838,Alessia Cara,Make It To Christmas,hot-holiday-songs,spotify:track:6RS6rcjnWrdfVuu2U2W2dj,spotify:album:78M2SymJDiLORvKBQHgmKl
2839,Pentatonix,Little Drummer Boy,hot-holiday-songs,spotify:track:5zSyL2nprQbBnDIq9d6WjK,spotify:album:1ohdh4vzVUXhtaE04cHvle
2840,Frank Sinatra,Mistletoe And Holly,hot-holiday-songs,spotify:track:7faDzZnZYqTyYThx2sbHVQ,spotify:album:0ny6mZMBrYSO0s8HAKbcVq
2841,Michael Buble,Santa Claus Is Coming To Town,hot-holiday-songs,spotify:track:1RMDXedcRno6rDBCbNHDJf,spotify:album:7uVimUILdzSZG4KKKWToq0
2842,Bing Crosby,Let It Snow! Let It Snow! Let,hot-holiday-songs,spotify:track:528QCNvYD78GpDh10YWOwC,spotify:album:3My4DXwRjAS5HXontsJx1A
2843,Nat King Cole,I Saw Three Ships,hot-holiday-songs,spotify:track:5y3JAm9YCJw6UaeuSHC737,spotify:album:6vBGI5522jvPi0ZZuGQNp4
2844,Pentatonix,The Best Of Pentatonix Christmas,holiday-albums,spotify:track:4lRJn8pMjprzSBf7IhWL7D,spotify:album:1ohdh4vzVUXhtaE04cHvle
2845,Michael Buble,Christmas,holiday-albums,spotify:track:5a1iz510sv2W9Dt1MvFd5R,spotify:album:7uVimUILdzSZG4KKKWToq0
2846,Mariah Carey,Merry Christmas,holiday-albums,spotify:track:0FDIWmYnbkecy0QZRMBDMx,spotify:album:0cS9prZ8u3fdbc7lmtCaMV
2847,Nat King Cole,The Christmas Song,holiday-albums,spotify:track:4PS1e8f2LvuTFgUs1Cn3ON,spotify:album:6vBGI5522jvPi0ZZuGQNp4
2848,Bing Crosby,The Best Of Bing Crosby: 20th Century Masters: The Christmas Collection,holiday-albums,spotify:track:4A0UBw1Jdx6oNG4HoouOdQ,spotify:album:1nTGo1G1srKWwlRxUPcPcU
2849,Perry Como,The Classic Christmas Album,holiday-albums,spotify:track:4fh3vQKUQFOsPqAcoLBa8r,spotify:album:4rBIMMvhMZMa3Q0X4LRYQi
2850,Frank Sinatra,Christmas Songs By Sinatra,holiday-albums,spotify:track:2a90ygVM4bOjZR0lTuWBR7,spotify:album:4XbPmVHP7EYBMoE7ZVjKCU
2851,Gene Autry,Rudolph The Red Nosed Reindeer And Other Christmas Classics,holiday-albums,spotify:track:1dtIaSlyrLI04sqYa8nLyN,spotify:album:3BPDSjoJlho8oiUPUNrShM
2852,Brenda Lee,Rockin' Around The Christmas Tree: The Decca Christmas Recordings,holiday-albums,spotify:track:2yxTGxTDbgcbMN0Ae102bn,spotify:album:1gAceSZFd4irbzRRHLof8U
2853,John Legend,A Legendary Christmas,holiday-albums,spotify:track:3vvnvVvBYMsVAUn26yBaMn,spotify:album:3wanKGZXsWXr6ZKdQrDtGu
2854,Kelly Clarkson,Wrapped In Red,holiday-albums,spotify:track:2nMZx7QHerfo4Wv37xNUEC,spotify:album:0t70lpfTyHEv0uuq21fhdZ
2855,Celine Dion,These Are Special Times,holiday-albums,spotify:track:5Mmp1rUElAkrj4fQWHfjQz,spotify:album:0LvrjOn7CrNSs0jVUvrgVy
2856,Dean Martin,The Dean Martin Christmas Album,holiday-albums,spotify:track:3GMzcDsI3BQ2RYtDcJ7Lrn,spotify:album:4Kd6niUoyuNkcLRVmThm0H
2857,Bing Crosby,Christmas Classics,holiday-albums,spotify:track:26hUXfKoJYkAMK07nW2dzQ,spotify:album:3My4DXwRjAS5HXontsJx1A
2858,Josh Groban,Noel,holiday-albums,spotify:track:1sEC3X76vXgpsgnfaXEMwR,spotify:album:4kqXw1yf9EKamws0zCarGt
2859,Carpenters,Christmas Portrait,holiday-albums,spotify:track:0z5HSQGWgnjdNvwbOmhB2w,spotify:album:5GMAtv4CU6GYQMo36Uuiqc
2860,Frank Sinatra,A Jolly Christmas From Frank Sinatra,holiday-albums,spotify:track:2FPfeYlrbSBR8PwCU0zaqq,spotify:album:0ny6mZMBrYSO0s8HAKbcVq
2861,Dean Martin,A Winter Romance,holiday-albums,spotify:track:2soRRa3SVNVJrGctH897t9,spotify:album:5I48ENiZiaZZSOpec6PdS5
2862,Mannheim Steamroller,Christmas Celebration,holiday-albums,spotify:track:0QigBX4JdiqC9wG26FNnom,spotify:album:3CeVPsLW3kYxUdePUQUxoP
2863,Pentatonix,A Pentatonix Christmas,holiday-albums,spotify:track:4uByAtEx2ED4ig3EHyt90p,spotify:album:1ohdh4vzVUXhtaE04cHvle
2864,Pentatonix,Christmas Is Here!,holiday-albums,spotify:track:5xkUawsal8MY2fOQL0NMjq,spotify:album:6thZNGX8hUVSjUrqJgPB9b
2865,Lindsey Stirling,Warmer In The Winter,holiday-albums,spotify:track:1ssFg8Xr5A8O2U6JkKjZRz,spotify:album:7wfjL0ZBEycLvXzJmHF45g
2866,Jackson 5,The Jackson 5 Christmas Album,holiday-albums,spotify:track:5HAwBoxs23nkAvaMUnThbe,spotify:album:5M8U1qYKvRQHJJVHmPY7QD
2867,Pentatonix,That's Christmas To Me,holiday-albums,spotify:track:2gh4XSln23dF6XcGrKCDHM,spotify:album:1ohdh4vzVUXhtaE04cHvle
2868,Idina Menzel,Christmas: A Season Of Love,holiday-albums,spotify:track:0RZLwjRHjgGTvml5GGP4Oz,spotify:album:2iaVsgsBIrCnxTksOl0Muz
2869,Carrie Underwood,Do You Hear What I Hear,holiday-songs,spotify:track:1JRm7svW5I3ieNkMFSQFHn,spotify:album:68AQgbEtfO3MDrA3OBUrMN
2870,Ray Conniff,Ring Christmas Bells,holiday-songs,spotify:track:6wI0IS6GI4UxQlIEAvCs12,spotify:album:289ewUZBE4EN8MIhsnJVHp
2871,Run-D.M.C.,Christmas In Hollis,holiday-songs,spotify:track:41onDks2UPbyjer5fMeUWf,spotify:album:5opAMGIf8Hn7xIaTPdHFDv
2872,Dean Martin,Rudolph The Red Nosed Reindeer,holiday-songs,spotify:track:2L9QLAhrvtP4EYg1lY0Tnw,spotify:album:5I48ENiZiaZZSOpec6PdS5
2873,Brett Eldredge,"Baby, It's Cold Outside",holiday-songs,spotify:track:5Q2P43CJra0uRAogjHyJDK,spotify:album:6FjK2XLQJloz36NgRciCHv
2874,Carpenters,Home For The Holidays,holiday-songs,spotify:track:7wGl806edcp34SOk5r7DEG,spotify:album:5GMAtv4CU6GYQMo36Uuiqc
2875,Boyz II Men,Let It Snow,holiday-songs,spotify:track:4TwAnWjjNcKyXlfrQOrWtu,spotify:album:3YD1CbkZRTHTMYmnhId4HR
2876,Guy Lombardo,Auld Lang Syne,holiday-season-digital-song-sales,spotify:track:4Saza06xljloZwotqXdNle,spotify:album:3f22Ap0VSZYWsqrGcphUnY
2877,Mariah Carey,Auld Lang Syne (The New Year's Anthem),holiday-season-digital-song-sales,spotify:track:6e5tFqecaUUENQWIm0IQUq,spotify:album:6fC6BRXbuHSVobwWcwe6M7
2878,Dan Fogelberg,Same Old Lang Syne,holiday-season-digital-song-sales,spotify:track:0juQNDN4EdiuG97rgKywkF,spotify:album:2HBiEHyRhKl6dxWBKQpxID
2879,for KING ,Little Drummer Boy (Live From Phoenix),holiday-season-digital-song-sales,spotify:track:5KLQlI6pfbyrkmj9KmAGnI,spotify:album:2cPPsM97j2cUT3oiGVA2Q4
2880,Kristen Bell,Do You Want To Build A Snowman?,holiday-season-digital-song-sales,spotify:track:2yi7HZrBOC4bMUSTcs4VK6,spotify:album:7lZs5r4oQV2nutddffLrg0
2881,The Waitresses,Christmas Wrapping,holiday-season-digital-song-sales,spotify:track:3nhzTOc939C4v4ecTEZTPl,spotify:album:5WBJTuam0c279awlGAfEaU
2882,ABBA,Happy New Year,holiday-season-digital-song-sales,spotify:track:4AsvGVDWs16fqIiIdDzyvX,spotify:album:3ZdkT5buYFi1WQaB0XNNtf
2883,Why Don't We,With You This Christmas,holiday-season-digital-song-sales,spotify:track:7EGqwboQMKQhBw4z49rBLI,spotify:album:4D01j7X8gG9sywRqytoHcn
2884,Alabama,Angels Among Us,holiday-season-digital-song-sales,spotify:track:77FGTjA70Tvo3WTdsBSAUJ,spotify:album:1jafIRrPVaBkcwl3TC0C8T
2885,Lauren Daigle,Light Of The World,holiday-season-digital-song-sales,spotify:track:2lvnFtwBsRMvmYhrvFZ10b,spotify:album:48mp3URBPCgKH3viEeR54b
2886,Sia,Candy Cane Lane,holiday-season-digital-song-sales,spotify:track:4KevTcBXEIYxXVyPE78XXm,spotify:album:2vcGYJcPfXUmCdcXXqqukg
2887,Gayla Peevey,I Want A Hippopotamus For Christmas,holiday-season-digital-song-sales,spotify:track:5P8Xvy5tzhmfyfA6GplQ8h,spotify:album:0nuyFYoBsK4Z1j3DimhUZ4
2888,Billie Eilish,Bad Guy,summer-songs,spotify:track:2Fxmhks0bxGSBdJ92vM42m,spotify:album:0S0KGZnfBGSIssfF54WSJh
2889,Lizzo,Truth Hurts,summer-songs,spotify:track:5qmq61DAAOUaW8AUo8xKhh,spotify:album:74gSdSHe71q7urGWMMn3qB
2890,DaBaby,Suge,summer-songs,spotify:track:2gwkD6igEhQbDQegRCcdoB,spotify:album:0O1PJ0t69iTO5yWrIeIga0
2891,Shawn Mendes,If I Can't Have You,summer-songs,spotify:track:6LsAAHotRLMOHfCsSfYCsz,spotify:album:1J2BrRxtQjVUa7X9Ne99xD
2892,Post Malone,Wow.,summer-songs,spotify:track:7xQAfvXzm3AkraOtGPWIZg,spotify:album:4g1ZRSobMefqF6nelkgibi
2893,Sam Smith ,Dancing With A Stranger,summer-songs,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,spotify:album:1V9oE8bVilClrk5naqyyvL
2894,Taylor Swift,You Need To Calm Down,summer-songs,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,spotify:album:1NAmidJlEaVgA3MpcPFYGq
2895,Drake,Money In The Grave,summer-songs,spotify:track:5ry2OE6R2zPQFDO85XkgRb,spotify:album:00HZxSA1sOS9T3nA950sg4
2896,Halsey,Without Me,summer-songs,spotify:track:5p7ujcrUXASCNwRaWNHR1C,spotify:album:0zzrCTzvL4ZmR42xF46Afm
2897,Panic! At The Disco,"Hey Look Ma, I Made It",summer-songs,spotify:track:22oEJW6r2rMb9z4IntfyEa,spotify:album:6ApYSpXF8GxZAgBTHDzYge
2898,Polo G,Pop Out,summer-songs,spotify:track:6uFn47ACjqYkc0jADwEdj1,spotify:album:26ztFK3E69j5THJQdyxC5w
2899,Ariana Grande,7 Rings,summer-songs,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,spotify:album:2fYhqwDWXjbpjaIJPEfKFw
2900,Loud Luxury,Cold Feet,canadian-hot-100,spotify:track:08zt4rqVjqahvXaWAuEBbP,spotify:album:6bz7aXy1ov5S4Hz46mnjBk
2901,Doja Cat,Boss Bitch,canadian-hot-100,spotify:track:78qd8dvwea0Gosb6Fe6j3k,spotify:album:4pmyFpGicLLIgNPc1TQXKc
2902,Virginia To Vegas,betterman.,canadian-hot-100,spotify:track:2mvGl0m5Pg87PJzKzssPdi,spotify:album:5gYe1vPlS7yMRsGTgoByBP
2903,Tyler Joe Miller,Pillow Talkin',canadian-hot-100,spotify:track:6NeqzTnoPjyqzGTH2cIxVT,spotify:album:01CDFQZ29MMaAmQQ4GfVCS
2904,Elijah Woods,Want You Back,canadian-hot-100,spotify:track:4T0gnvF65HCs1noP10vVOo,spotify:album:0BxSq4I1e4hB8enrniv5wa
2905,Tate McRae,Stupid,canadian-hot-100,spotify:track:4k3uABcX9iaGlt5pRJhumi,spotify:album:0uzAVFqstsfwdLtnDs6zm8
2906,DripReport,Skechers,canadian-hot-100,spotify:track:2alc8VZAzDgdAsL2QMk3hu,spotify:album:4a50hfH6HJQywmghPYnRRW
2907,Lil Uzi Vert,Myron,canadian-hot-100,spotify:track:56uXDJRCuoS7abX3SkzHKQ,spotify:album:0fEO7g2c5onkaXsybEtuD2
2908,Madison Beer,Selfish,canadian-hot-100,spotify:track:4PV0uE5pZSh44E3NqNNDEH,spotify:album:5oGJKFb3M2At4rwLBDFlTP
2909,Tory Lanez,Who Needs Love,canadian-hot-100,spotify:track:7uDTc1eJwsD7iMZLhdp8LH,spotify:album:2TbrXjwWklhT7JrC5sdUkf
2910,Lennon Stella,Kissing Other People,canadian-hot-100,spotify:track:4WjTbrxOPvSwQlajlE4aXH,spotify:album:3nP0DOBWPfEToiDGMXZCAb
2911,FouKi,Ciel,canadian-hot-100,spotify:track:0hZXdVHvyIpCjGZ1JXTHUT,spotify:album:5WwJNEopJyLHy4bD1YjDK2
2912,Ariana Grande,"thank u, next",canadian-albums,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,spotify:album:2fYhqwDWXjbpjaIJPEfKFw
2913,Loud Luxury,Nights Like This (EP),canadian-albums,spotify:track:5cMXVT0hymD2YnIJPbzOrR,spotify:album:5NQeQcCPblbrN4KMsw0H6N
2914,Johnny Reid,People Like You,hot-canada-digital-song-sales,spotify:track:1AQmokCoF8vBV2rbsZocJe,spotify:album:2iWEdMaInS2Pq1Cc6eWFBb
2915,Michael Buble ,Gotta Be Patient,hot-canada-digital-song-sales,spotify:track:2Nb2SSUnGfThgDyG9ZOAkS,spotify:album:6zqf7sIi51QWskNvkEYaA7
2916,The Reklaws,Where I'm From,hot-canada-digital-song-sales,spotify:track:0ldnY8eAOx1ah889no0QzA,spotify:album:06yvfDxJtCqLIADxaQHtvH
2917,Ed Sheeran,Perfect,hot-canada-digital-song-sales,spotify:track:0tgVpDi06FyKpA1z0VMD4v,spotify:album:3T4tUhGYeRNVUGevb0wThu
2918,Dixie Chicks,Gaslighter,hot-canada-digital-song-sales,spotify:track:4BR0bp4qHX1lcBM2HtnoIm,spotify:album:0duNimI62kUS00BEgZ1gKV
2919,Virginia To Vegas,Just Friends,canada-ac,spotify:track:02Ygu8lo3qSknRpcBnspso,spotify:album:0viriXpPADYCcQmmI6RkSe
2920,Alessia Cara,Rooting For You,canada-ac,spotify:track:1spZPzBLYeVTvd0iDWXgC2,spotify:album:4yp0nH151NPmcakfthQDc9
2921,Ryland James,In My Head,canada-ac,spotify:track:4AoFhbd4nql7W5RFDjTj3O,spotify:album:2vHgIjFUHujnq6Iqa4ZUWj
2922,Tyler Shaw,To The Man Who Let Her Go,canada-ac,spotify:track:5PebmdoxWZkuaIzzWpiBMG,spotify:album:3Im6NQtp5y45uCASGJW1vp
2923,Alex Nevsky,Mes Yeux,canada-ac,spotify:track:1WEjzh2Jf8yh3RxEs9RJzl,spotify:album:1uEopSZPgsCrqVz7eRxMjD
2924,Tibz,Tout Au Bout Du Monde,canada-ac,spotify:track:0SC4BgwHWNi6cbjeIIqMjM,spotify:album:5UxKEP7c1svpcE07pz7j1I
2925,2Freres,A Tous Les Vents,canada-ac,spotify:track:28gpOJZL19kptoMKcvOJDz,spotify:album:2VlQLyEaLdysGBMbMtDdT6
2926,Nea,Some Say,canada-ac,spotify:track:7C1trmcQQ5n5RNy4l6ziCv,spotify:album:3HE3e3QqmuhAsxcJGtxyEr
2927,GIMS ,Reste,canada-ac,spotify:track:4F0B8TLdJVACskfkkTqHDI,spotify:album:2lHVp0TDnXIHUHwojpW6fN
2928,Samantha Neves,Failles,canada-ac,spotify:track:5XdSQw7L4i8ag7KRgTPleN,spotify:album:17Or4aMOBATZxBoq9GcT1t
2929,Jonathan Roy,Keeping Me Alive,canada-ac,spotify:track:72QzUQv3EtVHNDb0nODmGb,spotify:album:39sSwXd0GsapSwHAljPvs1
2930,Alexander Stewart,Backwards,canada-ac,spotify:track:39SRIyJKTLgG8G4fvdH5YL,spotify:album:2VRvshudal7iF6UpYdrVu1
2931,Alexandre Poulin,Contrebande,canada-ac,spotify:track:4y5z26DF2Fw4jcK5BTjskb,spotify:album:4GPbEoHBBF343EOjfojUaM
2932,Ian Kelly,Dehors L'hiver,canada-ac,spotify:track:6J2ktbbtaIbIrWCfGFifdq,spotify:album:4x6tJ8TXxwECcXr3pV35nc
2933,Alex Nevsky,Tout,canada-ac,spotify:track:0A3iuTdydLlLgkQRBqxoCr,spotify:album:1uEopSZPgsCrqVz7eRxMjD
2934,Aaron Goodvin,Good Ol' Bad Days,canada-all-format-airplay,spotify:track:6nP6N4XHdSbAYax7h96fiK,spotify:album:2stNZZIdd5Qtr9CBtr5w7U
2935,Chad Brownlee,Money On You,canada-all-format-airplay,spotify:track:4YF2r46odxHgaaOO2AUjUo,spotify:album:6R2Ivxlhw4q1O8XBZX8HNH
2936,MacKenzie Porter,Seeing Other People,canada-all-format-airplay,spotify:track:33PK3OdG3Z53gFYN7kiI3b,spotify:album:3x1Q4Iq2LkxAuWlVm6QuIu
2937,Tim Hicks,No Truck Song,canada-all-format-airplay,spotify:track:1kxTvKWHmsT8YQcStMMA02,spotify:album:1SihDAYazJi3LRulbBDMUp
2938,Young Bombs,Better Day,canada-all-format-airplay,spotify:track:5NeFmsnXBy6xVbz8pesM5l,spotify:album:5f5QrP11Otp3kH67kC9tTa
2939,Kiesza,All Of The Feelings,canada-chr-top-40,spotify:track:1fEK1jDlHEXiV1H73jHOVZ,spotify:album:3ySwGUJ6revU8ZiRbcGenT
2940,Classified,Good News,canada-chr-top-40,spotify:track:1YPZrW455cdXkXdYcu9pLK,spotify:album:7nwUquK22V9ZTVyZ7Dp9Rl
2941,Shawn Hook,I Don't Wanna Dance,canada-chr-top-40,spotify:track:1t2W2Gvg9NAKpUT8IGlRCP,spotify:album:6OsbCFt5g2Prvfz6AUjPdg
2942,Felix Cartal,Mine,canada-chr-top-40,spotify:track:0lPZ8UNB5bmvhn7ba8faJi,spotify:album:4eIMzMjOqP5xYIdH0NGAV3
2943,Neon Dreams,Turn Back Now,canada-chr-top-40,spotify:track:5hCtefc2EpRwUn5ZrhpAiK,spotify:album:1Rl0Ygy9QqUYNKCAKA9IlS
2944,Black Atlass,Do For Love,canada-chr-top-40,spotify:track:36zPiv1e1eOEYSwB8lGRpM,spotify:album:0dwlqqTeFovdI0oMN4dfYQ
2945,Tim ,When You Know You Know,canada-country,spotify:track:3dKO0PDkqw4mLOQ8lO235A,spotify:album:0hI0WIDw926a8jMRk0o8UO
2946,James Barker Band,Slow Down Town,canada-country,spotify:track:61fSjBqxmfgP6UXTAnlJq1,spotify:album:1iZv0S6Nbz5iz9ZB7wH8nn
2947,High Valley,Grew Up On That,canada-country,spotify:track:45Q5uKc4KRJiowOQay7wR5,spotify:album:1IInfaBi6Ty3SybtzjgyER
2948,Dallas Smith,Like A Man,canada-country,spotify:track:4YwIzpsWLdFms29FeX1CQx,spotify:album:71zH3n9cQp942IM2f4SyYF
2949,Alee,No One Like You,canada-country,spotify:track:4yLToNshTGzYP9BGGmnLm3,spotify:album:267Q2vf1kVWpqpToJ2tBVt
2950,Meghan Patrick,Things I Shouldn't Say,canada-country,spotify:track:4ihDIyC4kdw207EkFAD5Rf,spotify:album:7hf7pQFYea16tlOxXSQhaK
2951,Jess Moskaluke,Halfway Home,canada-country,spotify:track:4gbpzFfpUfBwi2h9pS8DRA,spotify:album:4QRoc5ATvNROz3UCivhQST
2952,Eric Ethridge,Dream Girl,canada-country,spotify:track:0grO9CULfi9ovz9OazZMBs,spotify:album:2ApKqImYrFdVeAoFSLhePu
2953,Hot Country Knights,Pick Her Up,canada-country,spotify:track:0ijbcshChdxaihN4tPlE1x,spotify:album:5OACmTKOfFhwGiLkmqNn95
2954,Gord Bamford,Just Let Go,canada-country,spotify:track:1ftneSW1diI51ETrjK5YPf,spotify:album:3NbXHkVKOgF0dafkS6JSsn
2955,Andrew Hyatt,I Needed That,canada-country,spotify:track:7Ezbb5znvPBcGbdGJlYF9f,spotify:album:4MTAsi9YyjFtNNrbGSwCtc
2956,Jojo Mason,As If We Won't,canada-country,spotify:track:4YCslYTCz5J5dwZqUSyoIR,spotify:album:6zXUZWT0hXGR82ZP9uTqaM
2957,Tenille Townes,The Most Beautiful Things,canada-country,spotify:track:1FH8SlCpQaE6EvjxJ4QpZb,spotify:album:3Qwyh4TL70TA8UfKrCxNjo
2958,Owen Barney,Thank Her For That,canada-country,spotify:track:17AJsL6e9pH8YyiSQ35TCv,spotify:album:5yYMHBOf0WqJWgcRkyWkzz
2959,Arkells,Years In The Making,canada-hot-ac,spotify:track:6skNJOAybIYU8kBW7YHzO2,spotify:album:4D3hpCRPIjXiXUUj29QsjT
2960,Jj Wilde,The Rush,canada-rock,spotify:track:0GY2MWZBsPjHJetTPAacuG,spotify:album:4PNTQIrZzdj2FJEVzyrxTP
2961,Billy Talent,Reckless Paradise,canada-rock,spotify:track:3hjCqnOScnTmhv2Xvvv8Mq,spotify:album:1zYdvy9dnTxx75KLhqZ9xD
2962,White Reaper,Might Be Right,canada-rock,spotify:track:5YTDnlr6qzl0XIGCqHP7sx,spotify:album:2hzRKcoWZUPY5M1qMrgtmR
2963,The Beaches,Want What You Got,canada-rock,spotify:track:7wBWg3hTj2MUFe02GhMBkA,spotify:album:4pQU5z5Y0CT1aR0AW6QDDL
2964,July Talk,Governess Shadow,canada-rock,spotify:track:7dagBXBDLOgwdFu1f3NBT4,spotify:album:3lWRvVgfrsSjrYNfKbpPft
2965,Hotel Mira,This Could Be It For Me,canada-rock,spotify:track:0iNnoNXSYkFBqx5HuQxFpO,spotify:album:3KuXY2AgYIIk9lT1448pok
2966,Ozzy Osbourne,Under The Graveyard,canada-rock,spotify:track:0C4bx13JIMSWOAxd8TaoVq,spotify:album:2Kv2WwhJr6cudEIrzxPqXD
2967,Headstones,Horses,canada-rock,spotify:track:2B5CzQdb3GPw1gaDX1siH1,spotify:album:0HA1mPeUBl3I0MSdh26wvx
2968,Big Sugar,The Better It Gets,canada-rock,spotify:track:6hVqb6Gjxn5avW5fgqzIPN,spotify:album:7Ad5PO3UUGW4JJg89eF4HN
2969,Monowhales,RWLYD (Really Wanna Let You Down),canada-rock,spotify:track:0pJ8yccoxwJKW1yg4JIIzq,spotify:album:5dfaaOgJ6mKZRs9K3oMbcj
2970,The Unlikely Candidates,Novocaine,canada-rock,spotify:track:4GKcaqt6PFor4siHXMO42e,spotify:album:2CnxyJ5Rtq0KHLTXoN9eV5
2971,AWOLNATION,The Best,canada-rock,spotify:track:5iReOl0OJPQjSIIndoYDMd,spotify:album:4LM2UkSNq1F0lIRbutfHMK
2972,Elwins,Take Me All The Way,canada-rock,spotify:track:3qlHb4RHHX41qw03tPW1QT,spotify:album:6gF9ltAqXjiQLAR3X1BdWT
2973,Royal Tusk,Die Knowing,canada-rock,spotify:track:30MvLV7f3BO6QcIrQns0xg,spotify:album:4f0O7WJuYIAR7Uiyg3wpQY
2974,Anyway Gang,Eyes Of Green,canada-rock,spotify:track:2nBrAxI7WNEBSN0iaSca1n,spotify:album:77xhKqpVSIXBrMDgt4k6r6
2975,Ferraro,You Look Good Like That,canada-rock,spotify:track:3KQg0Tb4mWBoIRpniaTcMw,spotify:album:0BPdZA0ZbagG0rvBdA9WGt
2976,Half Moon Run,Favourite Boy,canada-rock,spotify:track:0Ul1RreKyIV2WQhKVK6dpo,spotify:album:2Sh8UR0HM8x4y4xsMDUCcn
2977,Matt Maeson,Go Easy,canada-rock,spotify:track:4yoMMiRT5sXtIbSHKQfRqi,spotify:album:3IQhe9N4j1tXTwKlhT2FsL
2978,Jackie,Unspun,canada-rock,spotify:track:0IxPbtvCKYPUU3JUPDcoXK,spotify:album:1hnB21skxjNSZV6RTeHk6D
2979,Shinedown,ATTENTION ATTENTION,canada-rock,spotify:track:0XRjftXFxSo0ZEC0ZdSxWQ,spotify:album:0dtwIycvTaFNjo44QRwWz7
2980,Volbeat,Die To Live,canada-rock,spotify:track:7u9r4j7KSMW5yLsgjLRZGZ,spotify:album:700dWAqcIsUkNJ1WN1XPT5
2981,Piso 21,Tomar Distancia,mexico,spotify:track:1gd4OWaul0LVm0xsGswjaD,spotify:album:6jJ1AQcqFL1Dz9P6t3QIgT
2982,La Adictiva,Escondidos,mexico,spotify:track:61EYS0IsjrEEfaIKdayWpO,spotify:album:7jYxH7ddFQnxdkTsuKC662
2983,Jary Franco,Dile,mexico,spotify:track:5uCYsohRYNlULoVRD3Jy5j,spotify:album:6UQlqvXBrcqQaaXxIJOcI0
2984,RESISTIRE MEXICO,Resistire,mexico,spotify:track:0XFQb7pNfT90A7fRxjMWgz,spotify:album:5xl9aTPziZye5Jy5fGsyPh
2985,Chayin Rubio,La Dosis Perfecta,mexico,spotify:track:1VRftjZajTXVzGJOiZ2DzQ,spotify:album:7wjvT76Rr2vrkU1St97Pjs
2986,Los Rojos,El Alumno,mexico,spotify:track:09YXHz7BoAYyxG0yYW13Rt,spotify:album:6rFanRfPpDoHfhWmHnP6uF
2987,La Arrolladora Banda el Limon de Rene Camacho,Ahora Que Me Acuerdo,mexico,spotify:track:7r81SDmiDwPX4rcZJ6ULAp,spotify:album:7bHWxQdY2ys61jxpYMdicP
2988,Brian Sandoval,La Ultima Vez,mexico,spotify:track:1vhdvP8LCwqnifnGcesOwo,spotify:album:4yIZf1zmU19ixm4NkOwTUH
2989,Calibre 50,Simplemente Gracias,mexico,spotify:track:3K6noLeoPTQJ5jUErC8jT5,spotify:album:6s3BOoMKnK60Blq4hIh2cq
2990,LAGOS ,Cuerno,mexico,spotify:track:7FEAc7tO7oaQ6Q1zzoz7eD,spotify:album:058TOwhFmaaxyTTilf5XJD
2991,Banda Sinaloense MS de Sergio Lizarraga,No Elegi Conocerte,mexico,spotify:track:7EY91l11hOnYIytcxFgvDN,spotify:album:265Gtj6TCk9UcWpyE2LDeM
2992,Danna Paola,Sodio,mexico,spotify:track:6lNiAmroV6vSptJFQtVEUh,spotify:album:3tJ24iT3mDyyswd6afgruz
2993,El Bebeto,Que Te Duela Mas Que A Mi,mexico,spotify:track:3WB1XEiFjXz3Tt8lxiGbMZ,spotify:album:4XruWXBAWsDcmoycUgvNL4
2994,Mati Gomez,Yo No Se,mexico,spotify:track:26KXzccmVWEgNidxH4XiO3,spotify:album:4wLbxT1y2DINPAdnJHVEpq
2995,David Bisbal ,Si Tu La Quieres,mexico,spotify:track:1Eo1uK1nCY7kaOTKZobKEi,spotify:album:0Kv37Y38hhVHXaBnUlyG5Z
2996,HOSH ,Midnight (The Hanging Tree),mexico,spotify:track:38MbUy2C0FLv6exayPlImu,spotify:album:6YzV3Syw4CNX3R9IaTfnSh
2997,Edwin Luna,Me Hubieras Avisado,mexico,spotify:track:2U7nUonY2Bb4FLQMMadmWt,spotify:album:0kYFXmaJTc56CMJujACTSO
2998,Jason Mraz,Look For The Good,mexico-ingles,spotify:track:4zJFcrgCxvA5boYpEqjjtT,spotify:album:24syghxD5exa3QDGedRZbt
2999,New Rules,Pasta,mexico-ingles,spotify:track:76SiX7ZyXoL8CwBvVdhC24,spotify:album:5dTDSDu2MBMhgGniZBpPhQ
3000,Ali Gatie,It's You,mexico-ingles,spotify:track:5DqdesEfbRyOlSS3Tf6c29,spotify:album:63Kr9mdWxT7mB2AKgf4rCa
3001,Sam Smith,How Do You Sleep?,mexico-ingles,spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y,spotify:album:7baaCf70tVcUBL2bbkuXjo
3002,Joel Corry,Sorry,mexico-ingles,spotify:track:6y1UtRcHQU07aUs3oxZ8Yn,spotify:album:1PvEp0qeU6o2rm0i2qUC2N
