,track,artist,art_genres,chart,tracks_uri,albums_uris,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
2940,Good News,Classified,"['canadian hip hop', 'indie pop rap', 'pop rap', 'underground rap']",canada-chr-top-40,spotify:track:1YPZrW455cdXkXdYcu9pLK,spotify:album:7nwUquK22V9ZTVyZ7Dp9Rl,47,0.169,0.65,0.741,0.0,7.0,0.27,-4.746,0.0,0.163,85.987,4.0,0.501
2941,I Don't Wanna Dance,Shawn Hook,['canadian pop'],canada-chr-top-40,spotify:track:1t2W2Gvg9NAKpUT8IGlRCP,spotify:album:6OsbCFt5g2Prvfz6AUjPdg,42,0.0358,0.701,0.747,1.54e-06,9.0,0.118,-5.839,0.0,0.124,109.078,4.0,0.747
2942,Mine,Felix Cartal,"['big room', 'canadian electronic', 'edm', 'electro house', 'electropop', 'indie poptimism', 'pop edm', 'tropical house']",canada-chr-top-40,spotify:track:0lPZ8UNB5bmvhn7ba8faJi,spotify:album:4eIMzMjOqP5xYIdH0NGAV3,64,0.00955,0.591,0.839,0.0,1.0,0.117,-4.271,0.0,0.0416,106.992,4.0,0.228
2943,Turn Back Now,Neon Dreams,['canadian pop'],canada-chr-top-40,spotify:track:5hCtefc2EpRwUn5ZrhpAiK,spotify:album:1Rl0Ygy9QqUYNKCAKA9IlS,47,0.196,0.791,0.742,3.63e-06,3.0,0.416,-4.8,1.0,0.0335,128.023,4.0,0.784
2944,Do For Love,Black Atlass,['trap soul'],canada-chr-top-40,spotify:track:36zPiv1e1eOEYSwB8lGRpM,spotify:album:0dwlqqTeFovdI0oMN4dfYQ,51,0.138,0.546,0.607,0.0,5.0,0.0779,-8.371,1.0,0.0423,150.113,4.0,0.39
2945,When You Know You Know,Tim ,[],canada-country,spotify:track:3dKO0PDkqw4mLOQ8lO235A,spotify:album:0hI0WIDw926a8jMRk0o8UO,49,0.00526,0.599,0.9,0.0,0.0,0.21,-5.245,1.0,0.046,122.053,4.0,0.406
2946,Slow Down Town,James Barker Band,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",canada-country,spotify:track:61fSjBqxmfgP6UXTAnlJq1,spotify:album:1iZv0S6Nbz5iz9ZB7wH8nn,47,0.0364,0.568,0.791,3.45e-05,1.0,0.0603,-5.496,1.0,0.042,111.95,4.0,0.208
2947,Grew Up On That,High Valley,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",canada-country,spotify:track:45Q5uKc4KRJiowOQay7wR5,spotify:album:1IInfaBi6Ty3SybtzjgyER,59,0.121,0.651,0.762,0.0,9.0,0.167,-6.084,1.0,0.0284,109.959,4.0,0.292
2948,Like A Man,Dallas Smith,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",canada-country,spotify:track:4YwIzpsWLdFms29FeX1CQx,spotify:album:71zH3n9cQp942IM2f4SyYF,59,0.122,0.599,0.717,0.0,8.0,0.119,-4.005,1.0,0.0306,119.027,4.0,0.386
2949,No One Like You,Alee,[],canada-country,spotify:track:4yLToNshTGzYP9BGGmnLm3,spotify:album:267Q2vf1kVWpqpToJ2tBVt,49,0.0695,0.575,0.737,0.0,5.0,0.129,-4.119,1.0,0.0272,105.041,4.0,0.509
2950,Things I Shouldn't Say,Meghan Patrick,"['canadian contemporary country', 'contemporary country', 'country pop']",canada-country,spotify:track:4ihDIyC4kdw207EkFAD5Rf,spotify:album:7hf7pQFYea16tlOxXSQhaK,44,0.0212,0.511,0.751,0.0,9.0,0.161,-3.381,1.0,0.034,143.816,4.0,0.248
2951,Halfway Home,Jess Moskaluke,"['canadian contemporary country', 'canadian country', 'viral pop']",canada-country,spotify:track:4gbpzFfpUfBwi2h9pS8DRA,spotify:album:4QRoc5ATvNROz3UCivhQST,41,0.357,0.555,0.845,0.0,2.0,0.312,-3.006,1.0,0.0429,124.939,4.0,0.637
2952,Dream Girl,Eric Ethridge,"['canadian contemporary country', 'country pop']",canada-country,spotify:track:0grO9CULfi9ovz9OazZMBs,spotify:album:2ApKqImYrFdVeAoFSLhePu,45,0.00218,0.493,0.879,0.0,4.0,0.0971,-4.743,1.0,0.0627,171.995,4.0,0.743
2953,Pick Her Up,Hot Country Knights,['country pop'],canada-country,spotify:track:0ijbcshChdxaihN4tPlE1x,spotify:album:5OACmTKOfFhwGiLkmqNn95,52,0.00219,0.425,0.969,4.22e-05,7.0,0.322,-3.357,1.0,0.0972,164.937,4.0,0.601
2954,Just Let Go,Gord Bamford,"['alberta country', 'australian country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",canada-country,spotify:track:1ftneSW1diI51ETrjK5YPf,spotify:album:3NbXHkVKOgF0dafkS6JSsn,47,0.0295,0.624,0.869,0.0,6.0,0.0473,-5.188,1.0,0.0373,127.982,4.0,0.741
2955,I Needed That,Andrew Hyatt,"['canadian contemporary country', 'canadian country', 'country pop']",canada-country,spotify:track:7Ezbb5znvPBcGbdGJlYF9f,spotify:album:4MTAsi9YyjFtNNrbGSwCtc,41,0.0501,0.558,0.595,0.0,7.0,0.0921,-8.098,1.0,0.0355,133.967,4.0,0.399
2956,As If We Won't,Jojo Mason,"['canadian contemporary country', 'canadian country']",canada-country,spotify:track:4YCslYTCz5J5dwZqUSyoIR,spotify:album:6zXUZWT0hXGR82ZP9uTqaM,45,0.0497,0.505,0.854,0.0,8.0,0.123,-6.806,1.0,0.0664,184.157,4.0,0.536
2957,The Most Beautiful Things,Tenille Townes,"['alberta country', 'contemporary country', 'country pop']",canada-country,spotify:track:1FH8SlCpQaE6EvjxJ4QpZb,spotify:album:3Qwyh4TL70TA8UfKrCxNjo,56,0.957,0.297,0.141,0.000564,7.0,0.138,-11.315,1.0,0.0323,75.866,3.0,0.0943
2958,Thank Her For That,Owen Barney,['canadian contemporary country'],canada-country,spotify:track:17AJsL6e9pH8YyiSQ35TCv,spotify:album:5yYMHBOf0WqJWgcRkyWkzz,41,0.0256,0.683,0.687,0.0,5.0,0.228,-4.686,1.0,0.0563,94.974,4.0,0.763
2959,Years In The Making,Arkells,"['canadian indie', 'canadian rock', 'deep new americana', 'hamilton on indie']",canada-hot-ac,spotify:track:6skNJOAybIYU8kBW7YHzO2,spotify:album:4D3hpCRPIjXiXUUj29QsjT,47,0.351,0.517,0.531,0.0,7.0,0.0792,-8.487,1.0,0.0372,149.578,4.0,0.539
2960,The Rush,Jj Wilde,['canadian rock'],canada-rock,spotify:track:0GY2MWZBsPjHJetTPAacuG,spotify:album:4PNTQIrZzdj2FJEVzyrxTP,51,0.000578,0.747,0.844,1.64e-05,0.0,0.0785,-2.913,1.0,0.0489,129.975,4.0,0.532
2961,Reckless Paradise,Billy Talent,"['alternative metal', 'canadian punk', 'nu metal', 'post-grunge', 'punk']",canada-rock,spotify:track:3hjCqnOScnTmhv2Xvvv8Mq,spotify:album:1zYdvy9dnTxx75KLhqZ9xD,61,0.000443,0.383,0.971,0.0,2.0,0.323,-2.468,0.0,0.163,187.968,4.0,0.671
2962,Might Be Right,White Reaper,"['indie punk', 'modern power pop']",canada-rock,spotify:track:5YTDnlr6qzl0XIGCqHP7sx,spotify:album:2hzRKcoWZUPY5M1qMrgtmR,57,0.00222,0.595,0.861,0.18,1.0,0.227,-3.907,0.0,0.0327,131.995,4.0,0.892
2963,Want What You Got,The Beaches,"['canadian indie', 'toronto indie']",canada-rock,spotify:track:7wBWg3hTj2MUFe02GhMBkA,spotify:album:4pQU5z5Y0CT1aR0AW6QDDL,51,0.00388,0.774,0.714,0.000466,0.0,0.045,-5.009,0.0,0.0427,111.964,4.0,0.811
2964,Governess Shadow,July Talk,"['canadian indie', 'toronto indie']",canada-rock,spotify:track:7dagBXBDLOgwdFu1f3NBT4,spotify:album:3lWRvVgfrsSjrYNfKbpPft,24,0.000109,0.46,0.958,0.096,10.0,0.575,-4.212,0.0,0.0756,166.058,4.0,0.722
2965,This Could Be It For Me,Hotel Mira,"['canadian garage rock', 'modern alternative rock']",canada-rock,spotify:track:0iNnoNXSYkFBqx5HuQxFpO,spotify:album:3KuXY2AgYIIk9lT1448pok,35,0.0013,0.63,0.908,5.56e-05,6.0,0.0481,-4.452,1.0,0.046,130.979,4.0,0.53
2966,Under The Graveyard,Ozzy Osbourne,"['album rock', 'birmingham metal', 'hard rock', 'metal', 'rock']",canada-rock,spotify:track:0C4bx13JIMSWOAxd8TaoVq,spotify:album:2Kv2WwhJr6cudEIrzxPqXD,64,0.00151,0.496,0.88,2.92e-05,1.0,0.0592,-2.242,0.0,0.0359,140.009,4.0,0.148
2967,Horses,Headstones,"['canadian indie', 'canadian rock', 'kingston on indie']",canada-rock,spotify:track:2B5CzQdb3GPw1gaDX1siH1,spotify:album:0HA1mPeUBl3I0MSdh26wvx,19,0.000224,0.431,0.884,0.13,7.0,0.09,-5.333,1.0,0.127,191.083,4.0,0.662
2968,The Better It Gets,Big Sugar,"['canadian indie', 'canadian rock']",canada-rock,spotify:track:6hVqb6Gjxn5avW5fgqzIPN,spotify:album:7Ad5PO3UUGW4JJg89eF4HN,33,0.000129,0.564,0.599,2.81e-05,10.0,0.356,-7.366,0.0,0.0313,124.923,4.0,0.786
2969,RWLYD (Really Wanna Let You Down),Monowhales,['toronto indie'],canada-rock,spotify:track:0pJ8yccoxwJKW1yg4JIIzq,spotify:album:5dfaaOgJ6mKZRs9K3oMbcj,45,0.000142,0.5,0.63,2.38e-05,7.0,0.314,-5.107,1.0,0.0339,176.123,4.0,0.651
2970,Novocaine,The Unlikely Candidates,"['fort worth indie', 'indie poptimism', 'modern alternative rock', 'modern rock', 'rock']",canada-rock,spotify:track:4GKcaqt6PFor4siHXMO42e,spotify:album:2CnxyJ5Rtq0KHLTXoN9eV5,65,0.00191,0.652,0.833,0.000536,10.0,0.122,-4.898,1.0,0.0392,116.043,4.0,0.231
2971,The Best,AWOLNATION,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop']",canada-rock,spotify:track:5iReOl0OJPQjSIIndoYDMd,spotify:album:4LM2UkSNq1F0lIRbutfHMK,60,0.128,0.645,0.86,0.00517,2.0,0.0929,-5.041,0.0,0.031,111.029,4.0,0.04
2972,Take Me All The Way,Elwins,['canadian indie'],canada-rock,spotify:track:3qlHb4RHHX41qw03tPW1QT,spotify:album:6gF9ltAqXjiQLAR3X1BdWT,41,0.000744,0.296,0.794,0.0,7.0,0.0932,-4.365,1.0,0.0652,175.046,4.0,0.464
2973,Die Knowing,Royal Tusk,"['edmonton indie', 'modern alternative rock', 'modern hard rock', 'modern rock']",canada-rock,spotify:track:30MvLV7f3BO6QcIrQns0xg,spotify:album:4f0O7WJuYIAR7Uiyg3wpQY,34,4e-05,0.457,0.886,1.12e-05,6.0,0.145,-3.854,1.0,0.0388,138.963,4.0,0.513
2974,Eyes Of Green,Anyway Gang,['canadian indie'],canada-rock,spotify:track:2nBrAxI7WNEBSN0iaSca1n,spotify:album:77xhKqpVSIXBrMDgt4k6r6,23,0.0277,0.597,0.849,1.18e-06,2.0,0.114,-4.115,1.0,0.0275,109.012,4.0,0.76
2975,You Look Good Like That,Ferraro,[],canada-rock,spotify:track:3KQg0Tb4mWBoIRpniaTcMw,spotify:album:0BPdZA0ZbagG0rvBdA9WGt,41,0.108,0.71,0.816,4.27e-05,11.0,0.11,-4.805,1.0,0.0545,78.02,4.0,0.494
2976,Favourite Boy,Half Moon Run,"['canadian indie', 'indie quebecois', 'quebec indie']",canada-rock,spotify:track:0Ul1RreKyIV2WQhKVK6dpo,spotify:album:2Sh8UR0HM8x4y4xsMDUCcn,46,0.000566,0.565,0.724,1.01e-05,0.0,0.0807,-5.5,1.0,0.0307,132.937,4.0,0.818
2977,Go Easy,Matt Maeson,"['modern rock', 'rock']",canada-rock,spotify:track:4yoMMiRT5sXtIbSHKQfRqi,spotify:album:3IQhe9N4j1tXTwKlhT2FsL,62,0.2,0.346,0.707,0.0,7.0,0.0811,-5.706,0.0,0.106,85.912,4.0,0.326
2978,Unspun,Jackie,"['adult standards', 'brill building pop', 'chicago soul', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",canada-rock,spotify:track:0IxPbtvCKYPUU3JUPDcoXK,spotify:album:1hnB21skxjNSZV6RTeHk6D,43,2.56e-06,0.511,0.911,0.256,2.0,0.0686,-3.431,1.0,0.0514,122.95,4.0,0.435
2979,ATTENTION ATTENTION,Shinedown,"['alternative metal', 'nu metal', 'post-grunge']",canada-rock,spotify:track:0XRjftXFxSo0ZEC0ZdSxWQ,spotify:album:0dtwIycvTaFNjo44QRwWz7,56,0.000443,0.524,0.975,0.296,7.0,0.877,-2.914,1.0,0.0629,160.03,4.0,0.58
2980,Die To Live,Volbeat,"['alternative metal', 'danish metal', 'post-grunge']",canada-rock,spotify:track:7u9r4j7KSMW5yLsgjLRZGZ,spotify:album:700dWAqcIsUkNJ1WN1XPT5,60,0.0186,0.523,0.975,0.449,9.0,0.353,-2.925,1.0,0.119,92.994,4.0,0.356
2981,Tomar Distancia,Piso 21,"['colombian pop', 'latin', 'latin pop', 'reggaeton']",mexico,spotify:track:1gd4OWaul0LVm0xsGswjaD,spotify:album:6jJ1AQcqFL1Dz9P6t3QIgT,66,0.37,0.553,0.456,0.0,2.0,0.132,-6.47,1.0,0.0462,90.163,4.0,0.347
2982,Escondidos,La Adictiva,"['banda', 'grupera', 'norteno', 'regional mexican']",mexico,spotify:track:61EYS0IsjrEEfaIKdayWpO,spotify:album:7jYxH7ddFQnxdkTsuKC662,72,0.186,0.711,0.472,0.0,2.0,0.198,-5.762,1.0,0.0291,122.965,4.0,0.677
2983,Dile,Jary Franco,['mexican pop'],mexico,spotify:track:5uCYsohRYNlULoVRD3Jy5j,spotify:album:6UQlqvXBrcqQaaXxIJOcI0,51,0.555,0.689,0.434,0.0,4.0,0.335,-5.753,0.0,0.0296,86.967,4.0,0.824
2984,Resistire,RESISTIRE MEXICO,[],mexico,spotify:track:0XFQb7pNfT90A7fRxjMWgz,spotify:album:5xl9aTPziZye5Jy5fGsyPh,60,0.0071,0.45,0.878,0.0,9.0,0.0908,-4.592,1.0,0.0827,199.844,4.0,0.744
2985,La Dosis Perfecta,Chayin Rubio,['regional mexican pop'],mexico,spotify:track:1VRftjZajTXVzGJOiZ2DzQ,spotify:album:7wjvT76Rr2vrkU1St97Pjs,58,0.414,0.377,0.61,0.0,0.0,0.212,-4.386,1.0,0.0396,149.965,3.0,0.439
2986,El Alumno,Los Rojos,['regional mexican pop'],mexico,spotify:track:09YXHz7BoAYyxG0yYW13Rt,spotify:album:6rFanRfPpDoHfhWmHnP6uF,33,0.0232,0.78,0.808,4.88e-06,0.0,0.132,-6.326,1.0,0.0461,104.958,3.0,0.684
2987,Ahora Que Me Acuerdo,La Arrolladora Banda el Limon de Rene Camacho,"['banda', 'grupera', 'norteno', 'regional mexican']",mexico,spotify:track:7r81SDmiDwPX4rcZJ6ULAp,spotify:album:7bHWxQdY2ys61jxpYMdicP,63,0.373,0.816,0.368,0.0,2.0,0.0693,-6.108,1.0,0.0369,119.113,4.0,0.902
2988,La Ultima Vez,Brian Sandoval,[],mexico,spotify:track:1vhdvP8LCwqnifnGcesOwo,spotify:album:4yIZf1zmU19ixm4NkOwTUH,38,0.434,0.601,0.711,0.0,0.0,0.137,-5.822,0.0,0.0442,141.931,4.0,0.474
2989,Simplemente Gracias,Calibre 50,"['banda', 'norteno', 'regional mexican']",mexico,spotify:track:3K6noLeoPTQJ5jUErC8jT5,spotify:album:6s3BOoMKnK60Blq4hIh2cq,69,0.691,0.755,0.557,0.0,3.0,0.104,-5.982,1.0,0.0302,130.03,4.0,0.743
2990,Cuerno,LAGOS ,[],mexico,spotify:track:7FEAc7tO7oaQ6Q1zzoz7eD,spotify:album:058TOwhFmaaxyTTilf5XJD,62,0.397,0.765,0.783,0.00818,1.0,0.13,-4.939,1.0,0.0984,100.046,4.0,0.726
2991,No Elegi Conocerte,Banda Sinaloense MS de Sergio Lizarraga,"['banda', 'norteno', 'regional mexican']",mexico,spotify:track:7EY91l11hOnYIytcxFgvDN,spotify:album:265Gtj6TCk9UcWpyE2LDeM,72,0.182,0.86,0.4,3.17e-06,2.0,0.0581,-7.131,1.0,0.0538,129.925,4.0,0.813
2992,Sodio,Danna Paola,"['latin', 'latin pop', 'latin viral pop', 'mexican pop']",mexico,spotify:track:6lNiAmroV6vSptJFQtVEUh,spotify:album:3tJ24iT3mDyyswd6afgruz,1,0.0662,0.508,0.76,0.0,9.0,0.143,-4.8,0.0,0.0851,86.762,4.0,0.414
2993,Que Te Duela Mas Que A Mi,El Bebeto,"['banda', 'grupera', 'norteno', 'regional mexican', 'regional mexican pop']",mexico,spotify:track:3WB1XEiFjXz3Tt8lxiGbMZ,spotify:album:4XruWXBAWsDcmoycUgvNL4,59,0.635,0.652,0.583,0.0,0.0,0.129,-4.182,1.0,0.0405,149.974,4.0,0.905
2994,Yo No Se,Mati Gomez,[],mexico,spotify:track:26KXzccmVWEgNidxH4XiO3,spotify:album:4wLbxT1y2DINPAdnJHVEpq,69,0.0834,0.872,0.618,0.000109,5.0,0.233,-4.003,0.0,0.139,95.003,4.0,0.786
2995,Si Tu La Quieres,David Bisbal ,[],mexico,spotify:track:1Eo1uK1nCY7kaOTKZobKEi,spotify:album:0Kv37Y38hhVHXaBnUlyG5Z,7,0.147,0.746,0.778,1.52e-06,8.0,0.093,-4.582,1.0,0.0696,100.042,4.0,0.609
2996,Midnight (The Hanging Tree),HOSH ,[],mexico,spotify:track:38MbUy2C0FLv6exayPlImu,spotify:album:6YzV3Syw4CNX3R9IaTfnSh,72,0.00243,0.655,0.893,0.00888,7.0,0.124,-5.127,1.0,0.0428,123.992,4.0,0.538
2997,Me Hubieras Avisado,Edwin Luna,"['banda', 'regional mexican']",mexico,spotify:track:2U7nUonY2Bb4FLQMMadmWt,spotify:album:0kYFXmaJTc56CMJujACTSO,64,0.616,0.653,0.557,0.0,2.0,0.158,-3.996,1.0,0.0419,144.975,3.0,0.965
2998,Look For The Good,Jason Mraz,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",mexico-ingles,spotify:track:4zJFcrgCxvA5boYpEqjjtT,spotify:album:24syghxD5exa3QDGedRZbt,47,0.0393,0.71,0.615,0.0,0.0,0.283,-8.23,1.0,0.134,90.263,4.0,0.746
2999,Pasta,New Rules,[],mexico-ingles,spotify:track:76SiX7ZyXoL8CwBvVdhC24,spotify:album:5dTDSDu2MBMhgGniZBpPhQ,53,0.474,0.682,0.58,0.0,1.0,0.0891,-3.812,1.0,0.0463,88.807,4.0,0.515
3000,It's You,Ali Gatie,"['canadian hip hop', 'pop']",mexico-ingles,spotify:track:5DqdesEfbRyOlSS3Tf6c29,spotify:album:63Kr9mdWxT7mB2AKgf4rCa,87,0.374,0.732,0.463,0.0,11.0,0.194,-6.972,0.0,0.0287,95.971,4.0,0.397
3001,How Do You Sleep?,Sam Smith,"['pop', 'post-teen pop', 'uk pop']",mexico-ingles,spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y,spotify:album:7baaCf70tVcUBL2bbkuXjo,85,0.153,0.477,0.682,0.0,1.0,0.0763,-4.931,0.0,0.0925,110.567,5.0,0.345
3002,Sorry,Joel Corry,"['deep groove house', 'house', 'tropical house', 'uk dance']",mexico-ingles,spotify:track:6y1UtRcHQU07aUs3oxZ8Yn,spotify:album:1PvEp0qeU6o2rm0i2qUC2N,73,0.0547,0.744,0.79,0.000802,8.0,0.32,-4.617,0.0,0.0562,125.002,4.0,0.847
3003,El Amor No Fue Pa Mi (En Vivo),Grupo Firme,[],mexico-popular,spotify:track:3dkEwOKhFselY2m22Nj2vi,spotify:album:2GmxvaOlvl9OSOW3FnVcbX,74,0.176,0.546,0.663,1.82e-06,8.0,0.674,-6.968,1.0,0.1,145.422,4.0,0.934
3004,El Sillon,Alfredo Olivas,"['banda', 'deep regional mexican', 'regional mexican', 'regional mexican pop']",mexico-popular,spotify:track:4SHTLje9c6RLnx6kOPt9L6,spotify:album:7pxn1oyPyy1nOFQQhoHJKX,58,0.175,0.774,0.595,1.3e-05,2.0,0.187,-4.267,0.0,0.0345,115.035,4.0,0.934
3005,Cedi,La Arrolladora Banda el Limon de Rene Camacho,"['banda', 'grupera', 'norteno', 'regional mexican']",mexico-popular,spotify:track:0C5u9cvJGDP4YpIbUyzJW4,spotify:album:6Tez8YETehXZ8GS6Q9yh4j,67,0.122,0.77,0.345,0.0,10.0,0.103,-7.798,1.0,0.034,119.903,4.0,0.53
3006,Una Historia Mas,Luis Coronel,"['banda', 'regional mexican', 'regional mexican pop']",mexico-popular,spotify:track:5a9I7rgHQThppaKfo6FGQu,spotify:album:6FS2MIPzR4fjvaEzdSZP5v,59,0.395,0.693,0.5,0.0,0.0,0.189,-6.137,1.0,0.0306,119.976,4.0,0.615
3007,Amigos Con Derecho,Morenito de Fuego ,[],mexico-popular,spotify:track:4quYfLxORrGsh15jyoPsv3,spotify:album:53NYqv4bSprXL6kigpmbqf,45,0.159,0.762,0.822,0.0,7.0,0.204,-4.922,1.0,0.0384,127.98,4.0,0.894
3008,Una Vez Mas,Ximena Sarinana,"['latin', 'latin alternative', 'latin pop', 'mexican pop']",mexico-espanol,spotify:track:2chfSxiJbU8B8jpEHyuNm2,spotify:album:1mri8yUsQmnnkyKDAYA9pC,57,0.462,0.657,0.43,0.0,11.0,0.232,-7.692,0.0,0.0379,80.053,4.0,0.495
3009,Chiquita Suelta,Giulia Be,"['brazilian edm', 'pop nacional']",mexico-espanol,spotify:track:2tu1kkUvtloityaRwbSNZQ,spotify:album:5Hc9NaLoW5cXLRwxqxgxxL,67,0.275,0.665,0.569,0.0,11.0,0.131,-6.363,0.0,0.0742,91.873,4.0,0.675
3010,Dolerme,ROSALIA,['r&b en espanol'],mexico-espanol,spotify:track:2reL9PAUza4PUtbjqW1fRf,spotify:album:1sETl1onOh3oZIAMn9Kfyo,73,0.785,0.545,0.478,0.00278,8.0,0.123,-7.035,0.0,0.0559,173.746,4.0,0.318
3011,Cuando El Corazon No Perdona,Mijares,"['bolero', 'grupera', 'latin', 'latin pop', 'mexican pop', 'ranchera', 'rock en espanol']",mexico-espanol,spotify:track:2QkwGZMXyCX84CcoHf5LoB,spotify:album:4ltWVVhdPfbvDPpoOmsN0e,33,0.0691,0.398,0.733,0.0,1.0,0.133,-5.472,1.0,0.0404,144.058,4.0,0.199
3012,Quiereme Mientras Se Pueda,Manuel Turizo,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'tropical']",mexico-espanol,spotify:track:34LI7rwi9H8w2S5KTHnv1M,spotify:album:7cd7ofPesyBoPDb2dtUbj5,75,0.447,0.793,0.782,0.0,4.0,0.124,-3.945,1.0,0.0582,143.86,4.0,0.81
3013,"Bla, Bla, Bla",Nicole Gatti,[],mexico-espanol,spotify:track:5PumxyOcCU7vI3mseSg9fe,spotify:album:4Af6gTIXQsJBx6cvZuVcbX,35,0.205,0.874,0.705,2.15e-05,0.0,0.0512,-4.874,0.0,0.187,93.977,4.0,0.494
3014,IDIOTA,Sofia Reyes,"['dance pop', 'latin', 'latin pop', 'mexican pop']",mexico-espanol,spotify:track:0Wk3MRrKRn6EPG7B83nKSJ,spotify:album:5HLaq4AONQkCMvFVHswg85,70,0.266,0.772,0.824,1.11e-06,9.0,0.406,-3.752,0.0,0.0604,91.995,4.0,0.505
3015,I LOVE…,Official Hige Dandism,"['anime rock', 'j-pop']",japan-hot-100,spotify:track:5QAFzRLb7T4MFeOJWOQPUg,spotify:album:6vkXDE6hwAjV7Q4UhT50Yo,56,0.0171,0.54,0.706,0.0,9.0,0.225,-5.235,1.0,0.0543,172.021,4.0,0.385
3016,Gurenge,LiSA,"['anime rock', 'j-pixie', 'otacore']",japan-hot-100,spotify:track:23DbzwNJSLo7nkSWjODMvY,spotify:album:7usQiUfbKEGY1rJ8h4RMM8,74,0.00339,0.545,0.979,0.000118,4.0,0.0775,-2.8,0.0,0.153,135.002,4.0,0.309
3017,Kousui,Eito,[],japan-hot-100,spotify:track:399v68vGWKfyxRSTprLDpt,spotify:album:7piTxpAke0UCts3dtTr1zs,52,0.816,0.856,0.352,0.0,3.0,0.0906,-6.9,1.0,0.0408,121.776,4.0,0.751
3018,Pretender,Official Hige Dandism,"['anime rock', 'j-pop']",japan-hot-100,spotify:track:49h5Aav6yn1o1ACGyovDdZ,spotify:album:27xCJZ11HdYHgwqTo8ldWE,55,0.047,0.538,0.869,0.0,8.0,0.14,-3.464,1.0,0.0275,91.972,4.0,0.369
3019,Hakujitsu,King Gnu,['j-pop'],japan-hot-100,spotify:track:4wel6DQu0dMVBRVn2ZTPoy,spotify:album:68tQVyw4TQvodYX9HFF1Wu,55,0.562,0.605,0.891,0.0,1.0,0.322,-3.242,1.0,0.115,93.011,4.0,0.697
3020,Time,Hikaru Utada,"['j-pop', 'japanese singer-songwriter']",japan-hot-100,spotify:track:1M1jLhhnhXRoM4yHd4vAuW,spotify:album:115UBVYcwLIzy7SmiP7FRT,53,0.0601,0.478,0.478,7.16e-06,5.0,0.0813,-8.884,1.0,0.111,100.04,4.0,0.117
3021,Shukumei,Official Hige Dandism,"['anime rock', 'j-pop']",japan-hot-100,spotify:track:2K74OeuU2y0RN746g9EizC,spotify:album:27xCJZ11HdYHgwqTo8ldWE,50,0.0152,0.547,0.577,0.0,5.0,0.109,-6.087,1.0,0.0336,164.032,4.0,0.494
3022,Marigold,Aimyon,"['j-acoustic', 'j-pop']",japan-hot-100,spotify:track:5NqGfELjcdvRIUuhgZJ34W,spotify:album:2JzVi6d4gLdVFemJKJSPJf,49,0.0452,0.545,0.745,0.0,2.0,0.0907,-3.098,1.0,0.0286,106.094,4.0,0.413
3023,Yesterday,Official Hige Dandism,"['anime rock', 'j-pop']",japan-hot-100,spotify:track:43MGiVpukiSOnm7RdltAtZ,spotify:album:27xCJZ11HdYHgwqTo8ldWE,54,0.0442,0.541,0.8,0.0,6.0,0.398,-3.687,1.0,0.0382,129.939,4.0,0.56
3024,Parabola,Official Hige Dandism,"['anime rock', 'j-pop']",japan-hot-100,spotify:track:2Hf4Sanxd3qxDYZJXIeygh,spotify:album:0XpbPRSWnCVfwChwgNNdsS,50,0.00175,0.564,0.765,0.0,0.0,0.332,-5.484,0.0,0.0328,124.013,4.0,0.353
3025,No Doubt,Official Hige Dandism,"['anime rock', 'j-pop']",japan-hot-100,spotify:track:6MbYvQMHFhsN2CFJm8HJJC,spotify:album:5NnB8nY6L1TWzMEZ2p1Ysb,33,0.0763,0.567,0.937,0.0,2.0,0.326,-3.194,1.0,0.0705,149.92,4.0,0.787
3026,HandClap,Fitz,"['adult standards', 'jazz blues', 'swing', 'vocal jazz']",japan-hot-100,spotify:track:7j56HrjR9cGzvekvZY3Faz,spotify:album:7HBKKw5pJLNj6mdRLb1KG3,65,0.00609,0.636,0.836,0.000157,8.0,0.0828,-3.004,1.0,0.0427,139.956,4.0,0.715
3027,Uma To Shika,Kenshi Yonezu,"['anime', 'otacore']",japan-hot-100,spotify:track:3Q2xDJ1co8t2UqFw9Rm1Yk,spotify:album:5EqCaZ6lsPx7wTqO6WWAUB,52,0.149,0.655,0.465,0.0,3.0,0.236,-6.372,1.0,0.0252,91.022,4.0,0.667
3028,Lemon,Kenshi Yonezu,"['anime', 'otacore']",japan-hot-100,spotify:track:35KlorpQ6LQVVslvlcu1gN,spotify:album:2W4GAjk0R43JbOTUJCQPCy,65,0.366,0.533,0.661,0.0,11.0,0.354,-4.924,1.0,0.0268,86.978,4.0,0.446
