,track,artist,art_genres,chart,tracks_uri,albums_uris,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
40,Hot Girl Bummer,blackbear,"['pop', 'pop rap']",hot-100,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,spotify:album:37CqAwxTungNxKpIK5vSgE,89,0.128,0.778,0.559,0.0,6.0,0.399,-7.109,0.0,0.0776,129.989,1.0,0.678
41,Whats Poppin,Jack Harlow,"['deep underground hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",hot-100,spotify:track:1jaTQ3nqY3oAAYyCTbIvnM,spotify:album:7AaqMMiYMvnMB3RcS8u3EY,92,0.017,0.923,0.604,0.0,11.0,0.272,-6.671,0.0,0.245,145.062,4.0,0.826
42,From Florida With Love,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",hot-100,spotify:track:0YkUwXxnTkeJBvt5upeEtP,spotify:album:6OQ9gBfg5EXeNAEwGSs6jK,79,0.768,0.787,0.477,0.0,6.0,0.104,-7.837,0.0,0.199,80.506,4.0,0.476
43,Heart On Ice,Rod Wave,['florida rap'],hot-100,spotify:track:6fWa5CRgy0z30OeGZyMBvD,spotify:album:3M7JdMPr8cOC2fboCXQh7s,83,0.0513,0.733,0.389,0.0,10.0,0.141,-8.468,0.0,0.0738,157.878,3.0,0.244
44,Ballin',Mustard ,[],hot-100,spotify:track:3QzAOrNlsabgbMwlZt7TAY,spotify:album:2WrNHOba5u6P9S9xEboaUy,88,0.392,0.809,0.545,0.0,7.0,0.151,-6.678,1.0,0.0735,97.008,4.0,0.244
45,After A Few,Travis Denning,"['contemporary country', 'country pop']",hot-100,spotify:track:1z6wl2rwKatfmza6usanWw,spotify:album:5Z6UUS0n3Oz7i2bDLEdbWL,73,0.0146,0.617,0.849,0.0,10.0,0.194,-4.316,0.0,0.0355,106.998,4.0,0.695
46,Dance Monkey,Tones,['australian pop'],hot-100,spotify:track:2XU0oxnq2qxCpomAAuJY8K,spotify:album:0UywfDKYlyiu1b38DRrzYD,95,0.692,0.824,0.588,0.000104,6.0,0.149,-6.4,0.0,0.0924,98.027,4.0,0.513
47,I Hope You're Happy Now,Carly Pearce ,[],hot-100,spotify:track:0Al3wN3keprGTSgG8NBwjr,spotify:album:44gX26I9jSjyy1KXAgquPc,78,0.168,0.591,0.815,8.68e-06,10.0,0.142,-4.725,1.0,0.0366,118.024,4.0,0.306
48,Losses,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",hot-100,spotify:track:6fLVTVaHWaEfVKfEgbkf4D,spotify:album:6OQ9gBfg5EXeNAEwGSs6jK,78,0.28,0.551,0.57,0.0,1.0,0.424,-7.385,0.0,0.351,85.687,4.0,0.505
49,War,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",hot-100,spotify:track:1I55Ea0zVoSKs6MqW7DQ3i,spotify:album:6OQ9gBfg5EXeNAEwGSs6jK,80,0.292,0.749,0.792,0.0,10.0,0.109,-4.151,0.0,0.0826,144.064,4.0,0.239
50,Before You Go,Lewis Capaldi,"['pop', 'uk pop']",hot-100,spotify:track:7ce20yLkzuXXLUhzIDoZih,spotify:album:0488X5veBK6t3vSmIiTDJY,89,0.604,0.459,0.575,0.0,3.0,0.0885,-4.858,1.0,0.0573,111.881,4.0,0.183
51,Supalonely,BENEE,"['nz pop', 'pop']",hot-100,spotify:track:4nK5YrxbMGZstTLbvj6Gxw,spotify:album:3ZJSoxsPMkNC9eb6gUn0Q8,95,0.305,0.863,0.631,3.04e-05,7.0,0.123,-4.689,1.0,0.0534,128.977,4.0,0.817
52,Hard To Forget,Sam Hunt,"['contemporary country', 'country pop']",hot-100,spotify:track:10xuH52YSXHWFwCaF1fsDd,spotify:album:1xRcR4iSouBrfVhuqFkPAJ,73,0.23,0.689,0.689,0.0,4.0,0.57,-5.517,1.0,0.045,130.069,4.0,0.664
53,Emotionally Scarred,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",hot-100,spotify:track:7ge7BHazYbVKi8qyZUX1Bm,spotify:album:1ynyQdPQiXdYJNQEDL1S3d,79,0.0286,0.585,0.641,0.0,6.0,0.316,-4.269,0.0,0.133,88.284,4.0,0.266
54,Sum 2 Prove,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",hot-100,spotify:track:2u3EyuCqqV31woqGvO9LBz,spotify:album:7KPtAktRGrVjy0QV3MXnZk,78,0.0174,0.823,0.552,0.0,4.0,0.122,-7.57,0.0,0.324,124.038,4.0,0.418
55,Six Feet Apart,Luke Combs,['contemporary country'],hot-100,spotify:track:3aMUiKCIXJeurR5ppEMJZD,spotify:album:32lkvwsTJrI3SVQUuKTy2R,76,0.335,0.565,0.598,0.0,6.0,0.124,-5.894,1.0,0.0276,155.814,4.0,0.449
56,All In,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",hot-100,spotify:track:1ZRjLZcNTm1vUgrexBp3px,spotify:album:5VVILXgB1joAxfZkOlWs8U,74,0.0716,0.836,0.649,0.0,11.0,0.0943,-6.442,1.0,0.332,95.084,4.0,0.294
57,Level Of Concern,twenty one pilots,"['modern rock', 'rock']",hot-100,spotify:track:6xZ4Q2k2ompmDppyeESIY8,spotify:album:4h3HXlnt6lryGzGbWmcFuY,88,0.32,0.754,0.583,0.00015,4.0,0.144,-7.34,0.0,0.0432,122.012,4.0,0.77
58,We Paid,Lil Baby ,[],hot-100,spotify:track:6gxKUmycQX7uyMwJcweFjp,spotify:album:6uhEg4ASZYLIilZFCBFy1r,75,0.135,0.926,0.542,0.0,1.0,0.0877,-5.064,1.0,0.293,135.14,4.0,0.564
59,In Your Eyes,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",hot-100,spotify:track:7szuecWAPwGoV1e5vGu8tl,spotify:album:4yP0hdKOZPNshxUOjY0cZj,92,0.00285,0.667,0.719,8.1e-05,7.0,0.0736,-5.371,0.0,0.0346,100.021,4.0,0.717
60,Dior,Pop Smoke,"['rap', 'trap']",hot-100,spotify:track:79s5XnCN4TJKTVMSmOx8Ep,spotify:album:6d1vGZsr6Uy3h9IigBpPAf,84,0.212,0.548,0.805,0.000389,7.0,0.408,-5.732,1.0,0.351,142.094,4.0,0.648
61,Party Girl,StaySolidRocky,[],hot-100,spotify:track:5RqR4ZCCKJDcBLIn4sih9l,spotify:album:4NPX54YtocHqTOq6yXDEFM,86,0.749,0.728,0.431,0.0,6.0,0.0996,-9.966,0.0,0.0622,130.022,4.0,0.629
62,Social Distancing,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",hot-100,spotify:track:1RrQK0BIyxZaOooNDVSEaZ,spotify:album:6uhEg4ASZYLIilZFCBFy1r,73,0.0471,0.849,0.64,0.0,5.0,0.321,-5.15,1.0,0.196,126.005,4.0,0.36
63,Walk Em Down,NLE Choppa,['memphis hip hop'],hot-100,spotify:track:4cSSL3YafYjM3yjgFO1vJg,spotify:album:3EYg0XBIcyz3OvhIy7gsZQ,89,0.268,0.867,0.744,0.0,9.0,0.0713,-5.171,0.0,0.228,84.005,4.0,0.645
64,Here And Now,Kenny Chesney,"['contemporary country', 'country', 'country road']",hot-100,spotify:track:0NSwXfEWMG7HIRvXioGu03,spotify:album:0CBezlC6aZNKVf2554t53k,73,0.0477,0.52,0.841,0.0,9.0,0.25,-3.048,1.0,0.0524,147.963,4.0,0.705
65,More Hearts Than Mine,Ingrid Andress,"['contemporary country', 'country pop']",hot-100,spotify:track:0LcspVKJxhEQQSvVMiTPWz,spotify:album:4VMYwWFqX9vUv9otWLRRF5,72,0.111,0.413,0.428,0.0,0.0,0.114,-7.414,1.0,0.0296,79.985,4.0,0.391
66,I Love Me,Demi Lovato,"['dance pop', 'pop', 'post-teen pop']",hot-100,spotify:track:2IHLaN6wwYKQ3S24NsQqpA,spotify:album:3VKVZ7PvA64NtVJChPGDaH,82,0.00261,0.664,0.561,0.0,6.0,0.0764,-7.031,1.0,0.0495,150.093,4.0,0.713
67,If The World Was Ending,JP Saxe,"['canadian contemporary r&b', 'pop']",hot-100,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,spotify:album:7BrlhEO8dHiNmU8A1Ep9RZ,90,0.866,0.464,0.473,0.0,1.0,0.109,-10.086,1.0,0.129,75.801,4.0,0.604
68,I'm Ready,Sam Smith ,[],hot-100,spotify:track:1fipvP2zmef6vN2IwXfJhY,spotify:album:44msshHeN6irJ1md7GVSlU,88,0.00346,0.501,0.674,3.56e-05,5.0,0.282,-6.363,1.0,0.0408,155.051,4.0,0.152
69,Yo Perreo Sola,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",hot-100,spotify:track:0SqqAgdovOE24BzxIClpjw,spotify:album:5lJqux7orBlA1QzyiBGti1,93,0.021,0.86,0.758,6.54e-05,11.0,0.344,-5.16,1.0,0.0695,97.014,4.0,0.453
70,Ride It.,Regard,['pop edm'],hot-100,spotify:track:2tnVG71enUj33Ic2nFN6kZ,spotify:album:4zOhjJfe0dwqsNdDYk622E,90,0.177,0.88,0.751,6.43e-05,7.0,0.106,-4.258,0.0,0.0874,117.948,4.0,0.884
71,Slide,H.E.R.,"['pop', 'r&b']",hot-100,spotify:track:2rTnVB1bvwxHtaIl4uVu7f,spotify:album:6b3LhhX9Lt2861Dsh3ZCC2,79,0.0807,0.827,0.469,8.12e-06,10.0,0.207,-9.141,0.0,0.341,97.028,4.0,0.196
72,Bluebird,Miranda Lambert,"['contemporary country', 'country', 'country dawn', 'country road']",hot-100,spotify:track:0kPeZAyIhIfeZNrtfjJGDB,spotify:album:5Or2XM0Gjy6Y8qlaERqsSn,74,0.038,0.661,0.633,2.82e-06,7.0,0.124,-5.986,1.0,0.0349,81.984,4.0,0.613
73,Out West,JACKBOYS,"['rap', 'trap']",hot-100,spotify:track:6gi6y1xwmVszDWkUqab1qw,spotify:album:1Sf8GsXG32t0jNrX11xqWx,87,0.0104,0.802,0.591,0.0,8.0,0.196,-4.895,1.0,0.225,139.864,4.0,0.309
74,Catch,Brett Young,['contemporary country'],hot-100,spotify:track:53cGGBxGPaRjP0HVUESyW5,spotify:album:3TJSHb2z7Zo2K8ff8bMSik,72,0.0248,0.566,0.765,0.0,2.0,0.0783,-6.337,1.0,0.0439,156.036,4.0,0.604
75,P*$$y Fairy (OTW),Jhene Aiko,"['alternative r&b', 'pop', 'r&b', 'urban contemporary']",hot-100,spotify:track:48KXAIruJ07kJVCWOGohMV,spotify:album:0NC1AcoK5y2cBLwzej6tqE,76,0.536,0.572,0.519,0.0,2.0,0.102,-7.092,0.0,0.212,128.331,4.0,0.35
76,Believe It,PARTYNEXTDOOR ,[],hot-100,spotify:track:4HDCLYli2SUdkq9OjmvhSD,spotify:album:2T8UlI17u5hwTqu6zkpkW7,88,0.0902,0.43,0.7,0.0,6.0,0.216,-5.35,1.0,0.264,158.373,4.0,0.731
77,Low Down,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",hot-100,spotify:track:5m0yZ33oOy0yYBtdTXuxQe,spotify:album:6uhEg4ASZYLIilZFCBFy1r,69,0.0354,0.962,0.619,0.0,10.0,0.083,-5.562,0.0,0.405,127.958,4.0,0.154
78,Godzilla,Eminem,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",hot-100,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,spotify:album:4otkd9As6YaxxEkIjXPiZ6,91,0.145,0.808,0.745,0.0,10.0,0.292,-5.26,0.0,0.342,165.995,4.0,0.829
79,Jump,DaBaby,"['nc hip hop', 'rap']",hot-100,spotify:track:0oT9ElXYSxvnOOagP9efDq,spotify:album:623PL2MBg50Br5dLXC9E9e,79,0.169,0.896,0.72,0.0,0.0,0.252,-6.262,0.0,0.355,140.1,4.0,0.966
80,After Party,Don Toliver,"['rap', 'trap']",hot-100,spotify:track:527k23H0A4Q0UJN3vGs0Da,spotify:album:7z4GhRfLqfSkqrj5F3Yt2B,88,0.00981,0.629,0.692,0.328,5.0,0.603,-8.045,1.0,0.0376,162.948,4.0,0.453
81,In Between,Scotty McCreery,"['contemporary country', 'country', 'country road', 'modern country rock']",hot-100,spotify:track:4bZsLI9lZgSu3MN99kDbic,spotify:album:3OTNvYUGlsb091nCxTMRON,72,0.0166,0.592,0.928,1.38e-05,11.0,0.123,-5.403,1.0,0.0557,121.997,4.0,0.391
82,Humble,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",hot-100,spotify:track:6heRfvHrUIIPx9TqRg8SCq,spotify:album:6uhEg4ASZYLIilZFCBFy1r,68,0.17,0.554,0.614,0.0,5.0,0.267,-5.715,1.0,0.44,80.028,4.0,0.372
83,One Margarita,Luke Bryan,"['contemporary country', 'country', 'country road']",hot-100,spotify:track:6NhS5LwYbJ6xD7BGvlWRJO,spotify:album:6BOJ3r1s8u63at3Ou7HaVw,73,0.0969,0.641,0.842,0.0,9.0,0.169,-4.872,1.0,0.0464,89.997,4.0,0.738
84,Grace,Lil Baby ,[],hot-100,spotify:track:01JMnRUs2YOK6DDpdQASGY,spotify:album:1ynyQdPQiXdYJNQEDL1S3d,73,0.38,0.817,0.513,0.0,10.0,0.109,-6.263,0.0,0.394,123.029,4.0,0.177
85,God Whispered Your Name,Keith Urban,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",hot-100,spotify:track:53APQs3xZEz4DuXdusEjR9,spotify:album:5hVbe0jaL3ncemYgCTRxMb,51,0.306,0.594,0.6,0.0,2.0,0.149,-6.712,1.0,0.0498,145.967,4.0,0.5
86,Slow Dance In A Parking Lot,Jordan Davis,['contemporary country'],hot-100,spotify:track:6MBUUSIWCzaXW4q58Ktrv9,spotify:album:3CXa4AY5Rt4kymz1vW90WR,75,0.301,0.523,0.837,0.0,7.0,0.172,-4.494,1.0,0.0335,82.006,4.0,0.523
87,Turks,NAV,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",hot-100,spotify:track:0lSZh5W0wDeurkGzLYY6hf,spotify:album:2nfOFXxNyf61geA17cW6e6,86,0.0827,0.893,0.618,0.0,7.0,0.542,-4.425,0.0,0.112,119.099,4.0,0.389
88,Homemade,Jake Owen,"['contemporary country', 'country', 'country road', 'modern country rock']",hot-100,spotify:track:31JID2STTlLuFqXFWHyM8e,spotify:album:6DcjgwmNJdsl2BODdwPOH6,70,0.396,0.51,0.838,0.0,6.0,0.195,-2.702,1.0,0.0469,145.922,4.0,0.574
89,You Should Be Sad,Halsey,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",hot-100,spotify:track:7lidXGPXPYLNThITAOTlkK,spotify:album:68enXe5XcJdciSDAZr0Alr,88,0.143,0.591,0.585,0.0,2.0,0.109,-6.35,1.0,0.0277,110.94,4.0,0.324
90,Die From A Broken Heart,Maddie ,[],hot-100,spotify:track:1kFpL1itkwkdhO6kcmNJra,spotify:album:4DPIFHZfh65TPPGem973zy,73,0.363,0.607,0.514,0.0,4.0,0.258,-6.631,1.0,0.0323,75.978,4.0,0.414
91,Be A Light,Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']",hot-100,spotify:track:5o6dFqafETxZNqUFt9ZqAC,spotify:album:6NUcdndmwC54yLd0KosGI2,75,0.0397,0.509,0.493,1.32e-06,0.0,0.102,-6.676,1.0,0.0266,97.846,4.0,0.264
92,Heatin Up,Lil Baby ,[],hot-100,spotify:track:7KSSdFCBHCfq4KPzz78ghk,spotify:album:1ynyQdPQiXdYJNQEDL1S3d,81,0.0611,0.788,0.436,0.0,1.0,0.0979,-9.435,1.0,0.364,129.847,4.0,0.341
93,Come Thru,Summer Walker ,[],hot-100,spotify:track:3TTMUI5dFcbeNSDTTDY9M8,spotify:album:1qgJNWnPIeK9rx7hF8JCPK,77,0.159,0.679,0.728,0.0,5.0,0.107,-3.092,0.0,0.154,152.001,4.0,0.46
94,Find My Way,DaBaby,"['nc hip hop', 'rap']",hot-100,spotify:track:1gVCEnryJhkdQcuC0Kbvor,spotify:album:623PL2MBg50Br5dLXC9E9e,84,0.187,0.836,0.624,0.0,4.0,0.138,-6.75,0.0,0.184,103.0,4.0,0.7
95,I Love My Country,Florida Georgia Line,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",hot-100,spotify:track:16kqEZBfhhK8XlQpauKej1,spotify:album:6HQLji6pkqG4guxd9YcFTP,73,0.0227,0.538,0.941,0.0,4.0,0.302,-3.582,1.0,0.0639,140.044,4.0,0.585
96,My Turn,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",billboard-200,spotify:track:6AyWdCtEn1DdxjnxPeojR2,spotify:album:1ynyQdPQiXdYJNQEDL1S3d,73,0.0345,0.807,0.678,0.0,6.0,0.0986,-3.244,0.0,0.177,147.004,4.0,0.21
97,BLAME IT ON BABY,DaBaby,"['nc hip hop', 'rap']",billboard-200,spotify:track:0jWm0VyD8p3MrSInczpows,spotify:album:623PL2MBg50Br5dLXC9E9e,76,0.236,0.875,0.687,0.0,9.0,0.141,-5.734,1.0,0.387,109.791,4.0,0.864
98,After Hours,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",billboard-200,spotify:track:2p8IUWQDrpjuFltbdgLOag,spotify:album:4yP0hdKOZPNshxUOjY0cZj,86,0.0811,0.664,0.572,0.00604,5.0,0.121,-6.099,0.0,0.0305,108.959,4.0,0.143
99,Suga,Megan Thee Stallion,"['houston rap', 'pop', 'pop rap', 'trap queen']",billboard-200,spotify:track:6stumfoIQv2Jb0A9pZjCGP,spotify:album:6cpPIYoXlLHhCXHvbKUaEo,22,0.245,0.768,0.855,0.0,1.0,0.374,-5.814,1.0,0.4,135.198,4.0,0.431
100,Hollywood's Bleeding,Post Malone,"['dfw rap', 'melodic rap', 'rap']",billboard-200,spotify:track:7sWRlDoTDX8geTR8zzr2vt,spotify:album:4g1ZRSobMefqF6nelkgibi,80,0.331,0.405,0.646,0.0,4.0,0.103,-3.206,0.0,0.0476,130.218,4.0,0.17
101,What You See Is What You Get,Luke Combs,['contemporary country'],billboard-200,spotify:track:273TiTHLlHSRe5zrzs7wvD,spotify:album:0S9D5NIDp2YXhYwlvuJzqx,65,0.0645,0.593,0.805,0.0,5.0,0.226,-4.892,1.0,0.0347,103.949,4.0,0.848
102,"When We All Fall Asleep, Where Do We Go?",Billie Eilish,"['electropop', 'pop']",billboard-200,spotify:track:43zdsphuZLzwA9k4DJhU0I,spotify:album:0S0KGZnfBGSIssfF54WSJh,88,0.978,0.367,0.111,3.97e-05,4.0,0.0897,-14.084,1.0,0.0972,82.642,4.0,0.198
103,Future Nostalgia,Dua Lipa,"['dance pop', 'pop', 'uk pop']",billboard-200,spotify:track:6zrJLhslleCHby0wbUnvVy,spotify:album:7fJJK56U9fHixgO0HQkhtI,78,0.00618,0.875,0.813,0.0,7.0,0.321,-4.502,1.0,0.0578,114.993,4.0,0.859
104,This One's For You,Luke Combs,['contemporary country'],billboard-200,spotify:track:02Ey48n33H3erWJRZAtTFj,spotify:album:1lhNch5NkOONvFhRPh8qaj,62,0.444,0.499,0.497,1.41e-06,11.0,0.108,-7.811,1.0,0.0449,149.278,4.0,0.235
105,Pray 4 Love,Rod Wave,['florida rap'],billboard-200,spotify:track:1R74u0lecpWcs4amvso6l8,spotify:album:5tXSMd6VfsbXyksKLhSsMK,58,0.396,0.68,0.533,0.0,2.0,0.152,-11.191,0.0,0.401,179.044,4.0,0.419
106,Fine Line,Harry Styles,"['pop', 'post-teen pop']",billboard-200,spotify:track:6VzcQuzTNTMFnJ6rBSaLH9,spotify:album:7xV2TzoaVc0ycW7fwBwAml,76,0.172,0.306,0.347,0.00013,2.0,0.0485,-8.5,1.0,0.0334,120.996,4.0,0.0511
107,If I Know Me,Morgan Wallen,"['contemporary country', 'country road', 'deep talent show']",billboard-200,spotify:track:03d8S7FBY2kIzhP0E7l4rn,spotify:album:1IR2nlwX6YVTXXeu2qzoWO,72,0.765,0.777,0.604,6.79e-05,8.0,0.11,-5.813,1.0,0.12,99.934,4.0,0.672
108,Changes,Justin Bieber,"['canadian pop', 'pop', 'post-teen pop']",billboard-200,spotify:track:521Os1SMlxmsoevsqyjNmJ,spotify:album:63iWSELt9V1kV6RSMxN7Ii,73,0.738,0.485,0.412,0.0,9.0,0.12,-7.766,0.0,0.042,64.062,3.0,0.612
109,Greatest Hits,Queen,"['glam rock', 'rock']",billboard-200,spotify:track:7oj3PiEtU7XWkZ2R79z1H2,spotify:album:1yKEuP0PwMdurctqhEfhNd,26,0.0283,0.846,0.921,0.0,11.0,0.322,-5.063,1.0,0.254,107.333,4.0,0.858
110,Over It,Summer Walker,['pop'],billboard-200,spotify:track:0csmcZqM3uTKfjxehw0Lw2,spotify:album:1qgJNWnPIeK9rx7hF8JCPK,61,0.231,0.63,0.437,0.0,4.0,0.0885,-8.113,0.0,0.125,131.996,4.0,0.455
111,Lover,Taylor Swift,"['dance pop', 'pop', 'post-teen pop']",billboard-200,spotify:track:1dGr1c8CrMLDpV6mPbImSI,spotify:album:1NAmidJlEaVgA3MpcPFYGq,82,0.492,0.359,0.543,1.58e-05,7.0,0.118,-7.582,1.0,0.0919,68.534,4.0,0.453
112,Graves Into Gardens,Elevation Worship,"['ccm', 'christian music', 'world worship', 'worship']",billboard-200,spotify:track:0pNizrRmvu5S16fH6ccm0v,spotify:album:3AYUzOtIQoLrxDZNwaPErh,69,0.00345,0.286,0.769,0.0,11.0,0.911,-6.353,1.0,0.0539,139.442,3.0,0.128
113,JACKBOYS,JACKBOYS,"['rap', 'trap']",billboard-200,spotify:track:62zKJrpbLxz6InR3tGyr7o,spotify:album:1Sf8GsXG32t0jNrX11xqWx,67,0.9,0.413,0.13,0.82,0.0,0.111,-25.166,0.0,0.0336,123.342,1.0,0.0676
114,The New Toronto 3,Tory Lanez,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",billboard-200,spotify:track:7n0lXKEOaFxrAU0R93fIQh,spotify:album:2TbrXjwWklhT7JrC5sdUkf,75,0.0337,0.67,0.634,0.0,8.0,0.0714,-6.682,1.0,0.294,204.113,4.0,0.375
115,Diamonds,Elton John,"['glam rock', 'mellow gold', 'piano rock', 'soft rock']",billboard-200,spotify:track:13JsYnkF16pHKuOFG6uI1C,spotify:album:4UcpKa4yD9AA3iEHI8MFSF,55,0.0889,0.392,0.566,7.6e-05,0.0,0.0676,-8.127,1.0,0.0368,164.11,4.0,0.538
116,Cuz I Love You,Lizzo,"['escape room', 'minnesota hip hop', 'pop', 'pop rap', 'trap queen']",billboard-200,spotify:track:6YdQgWSpsxhVeX6Xmv3IFJ,spotify:album:6dFFcYQ8VhifgdKgYY5LYL,71,0.0156,0.566,0.66,0.0,1.0,0.234,-4.039,1.0,0.0479,162.159,3.0,0.52
117,Heaven Or Hell,Don Toliver,"['rap', 'trap']",billboard-200,spotify:track:1h0pnN5qyrpfQMnwrGzuCu,spotify:album:7z4GhRfLqfSkqrj5F3Yt2B,67,0.375,0.652,0.589,3.57e-05,11.0,0.128,-8.02,0.0,0.0642,160.024,4.0,0.436
118,Slime & B,Chris Brown ,[],billboard-200,spotify:track:4dhZy7EbsbhwIS7C6Ct8mI,spotify:album:7fZKtzZAsfH0kzeTivu5TG,58,0.0771,0.785,0.687,0.0,7.0,0.119,-9.241,0.0,0.168,141.003,4.0,0.63
119,AI YoungBoy 2,YoungBoy Never Broke Again,"['baton rouge rap', 'trap']",billboard-200,spotify:track:485RHcQUM5qotAlfutUhwT,spotify:album:5vjOhA7AkB9WK7I2NnzIex,67,0.176,0.738,0.678,0.0,11.0,0.25,-6.596,0.0,0.134,79.002,4.0,0.514
120,Free Spirit,Khalid,"['alternative r&b', 'pop']",billboard-200,spotify:track:2kAIpGWnlFLQh48iut6Zzq,spotify:album:6KT8x5oqZJl9CcnM66hddo,75,0.308,0.627,0.446,0.00077,2.0,0.111,-9.477,0.0,0.0332,139.994,4.0,0.11
121,A Love Letter To You 4,Trippie Redd,"['melodic rap', 'rap', 'trap']",billboard-200,spotify:track:07NMFSwppnky8JyIQIxAQZ,spotify:album:0tKX7BLXiiRgXUKYdJzjEz,65,0.114,0.716,0.68,0.0,4.0,0.366,-4.755,0.0,0.0589,76.47,4.0,0.219
122,Traveller,Chris Stapleton,"['contemporary country', 'outlaw country']",billboard-200,spotify:track:178OI1A3qjROeFeh8lmNwW,spotify:album:7lxHnls3yQNl8B9bILmHj7,65,0.0682,0.543,0.75,0.0166,2.0,0.125,-7.071,0.0,0.0282,88.107,4.0,0.758
123,?,XXXTENTACION,"['emo rap', 'miami hip hop']",billboard-200,spotify:track:0JP9xo3adEtGSdUEISiszL,spotify:album:2Ti79nwTsont5ZHfdxIzAm,85,0.556,0.921,0.537,0.00404,9.0,0.102,-5.723,0.0,0.0804,128.009,4.0,0.711
124,"Thank U, Next",Ariana Grande,"['dance pop', 'pop', 'post-teen pop']",billboard-200,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,spotify:album:2fYhqwDWXjbpjaIJPEfKFw,85,0.229,0.717,0.653,0.0,1.0,0.101,-5.634,1.0,0.0658,106.966,4.0,0.412
125,American Teen,Khalid,"['alternative r&b', 'pop']",billboard-200,spotify:track:312WNtMs3F28cUukaPY9bo,spotify:album:6kf46HbnYCZzP6rjvQHYzg,71,0.0683,0.658,0.623,0.0,0.0,0.321,-6.934,1.0,0.0398,100.436,4.0,0.207
126,Indigo,Chris Brown,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",billboard-200,spotify:track:6ZOXF7nbzCpPVNlC0AG1rF,spotify:album:1BfLzaTFI5qKsAAk0Ae6aV,66,0.328,0.605,0.752,0.0,3.0,0.247,-4.791,0.0,0.122,151.944,4.0,0.526
127,GIRL,Maren Morris,"['contemporary country', 'pop', 'texas country']",billboard-200,spotify:track:3y5B5ebFMzEEFqCPOesAXR,spotify:album:5QakU0QMcoxjjyCS1YW4G5,69,0.0677,0.44,0.793,0.0,6.0,0.0788,-3.95,1.0,0.0502,143.599,4.0,0.447
128,1,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",billboard-200,spotify:track:1kDkaFlmkdEZiVUogaP9OZ,spotify:album:3PRoXYsngSwjEQWR5PsHWR,63,0.783,0.483,0.351,0.0,1.0,0.115,-10.487,0.0,0.0278,81.208,4.0,0.713
129,Moana,Soundtrack,[],billboard-200,spotify:track:0nLFpqktdZydxeL5TWgDJy,spotify:album:2r6e6s9AuLL8j7rCIhu2wX,7,0.0564,0.603,0.595,1.35e-06,7.0,0.106,-7.538,1.0,0.0813,146.061,4.0,0.606
130,Rare,Selena Gomez,"['dance pop', 'pop', 'post-teen pop']",billboard-200,spotify:track:7HMmFQsKsljwTw8bS7lu19,spotify:album:3YPFaTR7WMi1Hd4NVKdCJx,80,0.208,0.838,0.545,8.01e-05,5.0,0.103,-6.713,1.0,0.0706,114.998,4.0,0.631
131,The Essential Billy Joel,Billy Joel,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",billboard-200,spotify:track:38bDGWuyYdSdNfrFfbCiVS,spotify:album:7r36rel1M4gyBavfcJP6Yz,61,0.0849,0.711,0.967,0.0,7.0,0.245,-5.204,1.0,0.0474,145.024,4.0,0.892
